Date,Open,High,Low,Close,Adj Close,Volume
2020-03-09,193.479996,201.160004,192.110001,193.570007,188.595917,116424000
2020-03-10,201.110001,204.300003,193.679993,204.110001,198.865021,100599200
2020-03-11,199.350006,200.750000,192.729996,195.220001,190.203461,89168800
2020-03-12,182.089996,190.779999,176.940002,177.320007,172.763443,137820700
2020-03-13,187.070007,194.479996,178.130005,192.339996,187.397491,134882000
2020-03-16,174.149994,184.679993,169.160004,169.300003,164.949570,92054400
2020-03-17,175.470001,184.389999,169.779999,182.139999,177.459564,121257100
2020-03-18,171.610001,179.220001,166.800003,176.600006,172.061935,114156300
2020-03-19,175.690002,183.490005,171.630005,177.660004,173.094711,120896500
2020-03-20,181.740005,182.869995,170.100006,170.699997,166.313553,118983900
2020-03-23,170.919998,174.210007,164.929993,170.460007,166.433640,124639800
2020-03-24,179.910004,183.830002,177.949997,183.660004,179.321899,94881800
2020-03-25,184.419998,189.509995,179.979996,182.300003,177.993973,88754900
2020-03-26,183.869995,192.720001,183.610001,191.899994,187.367188,79887600
2020-03-27,186.929993,190.509995,184.660004,185.300003,180.923126,58845000
2020-03-30,187.059998,192.490005,186.339996,192.039993,187.503906,49356900
2020-03-31,191.720001,195.250000,189.199997,190.399994,185.902664,62659300
2020-04-01,184.770004,187.660004,180.860001,182.309998,178.003723,53715400
2020-04-02,181.240005,190.100006,180.970001,186.009995,181.616394,56465300
2020-04-03,185.550003,187.070007,181.289993,183.369995,179.038727,47487600
2020-04-06,190.479996,197.649994,189.190002,196.479996,191.839035,64763500
2020-04-07,202.369995,202.660004,196.000000,196.399994,191.760925,69904500
2020-04-08,198.149994,201.169998,196.169998,200.570007,195.832428,45940400
2020-04-09,202.350006,203.220001,199.029999,200.860001,196.115585,68252600
2020-04-13,200.000000,203.419998,198.750000,203.029999,198.234344,42853900
2020-04-14,207.229996,212.500000,206.419998,211.860001,206.855759,63959600
2020-04-15,208.479996,211.830002,207.119995,209.429993,204.483154,47036000
2020-04-16,211.690002,214.369995,209.690002,213.250000,208.212936,64657400
2020-04-17,216.169998,216.509995,212.080002,215.289993,210.204758,62863200
2020-04-20,213.360001,215.880005,212.570007,212.740005,207.714966,38249100
2020-04-21,210.600006,211.160004,203.630005,204.889999,200.050400,72932800
2020-04-22,209.100006,212.350006,208.330002,210.970001,205.986801,40089100
2020-04-23,211.789993,214.440002,210.100006,210.520004,205.547424,43278500
2020-04-24,210.970001,214.300003,209.500000,213.839996,208.789001,34231900
2020-04-27,216.190002,216.630005,214.500000,215.559998,210.468353,36451700
2020-04-28,217.320007,217.320007,211.210007,211.500000,206.504257,46862800
2020-04-29,216.190002,219.970001,215.139999,219.000000,213.827087,48716400
2020-04-30,219.949997,220.039993,217.350006,218.910004,213.739243,43359500
2020-05-01,214.500000,216.669998,211.679993,212.740005,207.714966,48795000
2020-05-04,211.460007,215.449997,211.119995,215.220001,210.136398,32841000
2020-05-05,217.440002,220.139999,216.850006,217.660004,212.518784,37783100
2020-05-06,219.399994,221.039993,218.110001,219.000000,213.827087,36455200
2020-05-07,221.820007,222.729996,220.419998,221.820007,216.580490,38624800
2020-05-08,223.550003,225.000000,222.479996,224.860001,219.548691,31852300
2020-05-11,223.490005,227.929993,223.250000,226.869995,221.511215,35714100
2020-05-12,227.490005,228.100006,222.089996,222.119995,216.873413,41054100
2020-05-13,222.660004,224.610001,216.710007,219.339996,214.159058,65521200
2020-05-14,217.970001,221.869995,215.990005,221.830002,216.590240,51549300
2020-05-15,218.779999,223.330002,218.330002,223.270004,217.996262,55747200
2020-05-18,226.279999,228.679993,225.470001,227.429993,222.057983,42398100
2020-05-19,227.699997,229.850006,226.710007,226.860001,221.501419,36237300
2020-05-20,229.500000,231.759995,229.479996,231.389999,225.924438,37417000
2020-05-21,231.440002,232.139999,228.339996,228.869995,223.463959,43642900
2020-05-22,228.449997,229.869995,227.500000,229.660004,224.235321,28762400
2020-05-26,233.360001,233.570007,228.789993,229.039993,223.629944,33055300
2020-05-27,228.690002,230.410004,223.940002,230.289993,224.850433,55665600
2020-05-28,229.110001,233.470001,229.050003,229.990005,224.557571,42784300
2020-05-29,230.380005,233.600006,228.759995,233.360001,227.847916,50691800
2020-06-01,232.460007,234.449997,232.000000,234.059998,228.531357,25776000
2020-06-02,234.500000,235.690002,232.009995,235.630005,230.064301,33383400
2020-06-03,236.259995,237.470001,235.350006,236.690002,231.099243,37228700
2020-06-04,236.330002,237.789993,233.679993,235.029999,229.478485,38716100
2020-06-05,236.220001,240.300003,235.630005,239.690002,234.028427,47365600
2020-06-08,239.539993,241.679993,237.910004,241.550003,235.844482,32937300
2020-06-09,240.660004,244.179993,240.470001,243.300003,237.553162,35046300
2020-06-10,245.050003,247.820007,244.509995,246.220001,240.404144,58084400
2020-06-11,242.160004,243.589996,233.960007,234.020004,228.492325,72919400
2020-06-12,239.089996,240.399994,231.740005,235.880005,230.308365,72034800
2020-06-15,232.440002,239.449997,231.470001,238.750000,233.110611,45307400
2020-06-16,243.779999,244.389999,239.100006,242.850006,237.113770,48890100
2020-06-17,244.399994,245.500000,242.729996,243.619995,237.865570,34749300
2020-06-18,243.289993,244.529999,242.490005,244.279999,238.509979,30578600
2020-06-19,246.729996,247.000000,242.449997,244.240005,238.470963,49422100
2020-06-22,243.679993,246.869995,243.380005,246.740005,241.330856,24068700
2020-06-23,248.389999,251.149994,247.820007,248.839996,243.384781,32767400
2020-06-24,248.059998,249.330002,242.160004,243.710007,238.367249,46032400
2020-06-25,243.800003,246.339996,241.139999,246.029999,240.636368,36940800
2020-06-26,245.779999,245.960007,239.679993,240.220001,234.953766,52824600
2020-06-29,239.970001,242.850006,237.350006,242.839996,237.516296,34377800
2020-06-30,242.770004,248.160004,242.580002,247.600006,242.171951,38909200
2020-07-01,247.639999,251.520004,247.080002,250.490005,244.998657,34689200
2020-07-02,253.020004,254.270004,251.710007,252.190002,246.661331,31956500
2020-07-06,255.449997,258.929993,255.429993,258.390015,252.725494,34589000
2020-07-07,258.130005,260.880005,256.299988,256.609985,250.984436,36578200
2020-07-08,257.980011,260.019989,256.500000,259.989990,254.290314,30426300
2020-07-09,261.970001,262.869995,257.630005,262.179993,256.432343,40312900
2020-07-10,262.029999,264.230011,259.260010,263.970001,258.183044,32885300
2020-07-13,266.910004,269.790009,257.690002,258.540009,252.872162,64108100
2020-07-14,255.929993,260.790009,252.759995,260.369995,254.662003,72230500
2020-07-15,261.829987,262.690002,257.489990,260.899994,255.180389,54523900
2020-07-16,258.019989,259.779999,255.619995,259.119995,253.439407,47594100
2020-07-17,259.589996,260.309998,257.170013,259.420013,253.732864,35137900
2020-07-20,260.079987,267.429993,258.790009,266.779999,260.931519,40610100
2020-07-21,268.399994,268.410004,263.130005,264.000000,258.212402,43243800
2020-07-22,264.510010,265.890015,262.549988,264.929993,259.122101,29865500
2020-07-23,264.510010,265.239990,256.549988,258.010010,252.353806,51363500
2020-07-24,254.039993,256.929993,251.320007,255.559998,249.957458,54054500
2020-07-27,257.260010,260.519989,256.450012,260.119995,254.417450,36445700
2020-07-28,259.309998,259.850006,256.510010,256.809998,251.180038,31302400
2020-07-29,258.399994,260.660004,257.910004,259.769989,254.075150,27556900
2020-07-30,257.739990,261.709991,256.549988,261.130005,255.405289,41774500
2020-07-31,265.910004,265.950012,260.850006,265.790009,259.963196,53686300
2020-08-03,268.000000,270.149994,267.869995,269.380005,263.474457,32081600
2020-08-04,268.859985,270.480011,268.089996,270.380005,264.452606,24911300
2020-08-05,270.880005,271.519989,269.959991,271.049988,265.107880,21612100
2020-08-06,270.850006,274.980011,270.190002,274.640015,268.619202,28048200
2020-08-07,274.079987,274.880005,269.250000,271.470001,265.518616,44969400
2020-08-10,271.769989,271.980011,266.670013,270.309998,264.384094,35088400
2020-08-11,269.109985,270.440002,264.630005,265.190002,259.376434,43104300
2020-08-12,267.420013,272.839996,267.369995,271.859985,265.900085,38773400
2020-08-13,272.660004,274.829987,271.510010,272.480011,266.506561,31895700
2020-08-14,273.119995,273.399994,270.720001,272.160004,266.193542,30799500
2020-08-17,273.929993,275.839996,272.200012,275.320007,269.284271,24803000
2020-08-18,276.420013,278.459991,274.910004,277.970001,271.876129,23529500
2020-08-19,277.929993,279.019989,275.570007,276.100006,270.047211,31999400
2020-08-20,275.279999,280.429993,274.859985,279.929993,273.793152,27723400
2020-08-21,280.130005,282.339996,279.459991,281.869995,275.690674,34748900
2020-08-24,285.250000,286.000000,281.269989,283.630005,277.412109,36418500
2020-08-25,282.829987,286.059998,282.369995,285.859985,279.593262,34866600
2020-08-26,287.149994,292.220001,285.829987,291.959991,285.559509,42216700
2020-08-27,292.970001,293.850006,288.709991,291.049988,284.669403,49482700
2020-08-28,292.329987,293.179993,290.929993,292.529999,286.116974,28021000
2020-08-31,293.070007,296.750000,292.619995,294.880005,288.415466,36321000
2020-09-01,297.619995,300.040009,295.790009,299.920013,293.344971,36216200
2020-09-02,303.279999,303.500000,296.890015,302.760010,296.122742,50836800
2020-09-03,298.100006,298.619995,284.410004,287.410004,281.109222,110083300
2020-09-04,285.559998,288.929993,271.799988,283.579987,277.363190,123959000
2020-09-08,272.220001,278.220001,269.660004,269.950012,264.032043,99568600
2020-09-09,275.640015,280.049988,273.000000,277.880005,271.788177,64837900
2020-09-10,280.940002,282.200012,270.559998,272.339996,266.369629,69667500
2020-09-11,274.149994,275.220001,266.899994,270.450012,264.521027,71809000
2020-09-14,274.359985,277.220001,272.959991,275.160004,269.127747,38525200
2020-09-15,279.029999,280.450012,275.130005,279.059998,272.942322,41849900
2020-09-16,279.880005,280.359985,274.250000,274.609985,268.589783,42321000
2020-09-17,267.549988,274.399994,266.679993,270.320007,264.393951,81570800
2020-09-18,271.790009,272.089996,262.630005,266.869995,261.019562,86251100
2020-09-21,262.470001,267.649994,260.109985,267.510010,261.645477,57168600
2020-09-22,269.989990,273.079987,266.540009,272.480011,266.506561,41128900
2020-09-23,272.149994,272.339996,263.250000,264.160004,258.368958,48837300
2020-09-24,261.390015,268.700012,261.220001,265.390015,259.571960,70631700
2020-09-25,265.910004,272.399994,264.299988,271.559998,265.606720,55242400
2020-09-28,276.579987,277.200012,271.670013,277.200012,271.123108,58438300
2020-09-29,276.619995,277.709991,275.369995,275.950012,269.900513,27050000
2020-09-30,276.149994,281.089996,275.869995,277.839996,271.748993,49380800
2020-10-01,281.790009,282.880005,279.839996,282.250000,276.062317,50020200
2020-10-02,276.019989,282.239990,273.440002,274.309998,268.296417,75497400
2020-10-05,276.339996,280.489990,276.230011,280.160004,274.018158,28184600
2020-10-06,279.450012,281.190002,274.250000,275.160004,269.127747,49704200
2020-10-07,277.890015,280.739990,277.279999,279.920013,273.783478,27539700
2020-10-08,282.399994,282.470001,280.309998,281.410004,275.240784,25443300
2020-10-09,283.109985,285.790009,282.709991,285.709991,279.446503,30201100
2020-10-12,290.549988,297.459991,289.470001,294.529999,288.073090,79370700
2020-10-13,296.390015,297.049988,293.109985,294.519989,288.063354,64240000
2020-10-14,295.350006,296.350006,290.260010,292.059998,285.657318,36949100
2020-10-15,287.200012,290.709991,286.540009,290.100006,283.740295,42514200
2020-10-16,291.799988,293.269989,288.149994,288.510010,282.185089,40570700
2020-10-19,290.489990,291.480011,282.790009,283.799988,277.578339,36756800
2020-10-20,284.559998,287.619995,282.950012,284.410004,278.174957,32195400
2020-10-21,284.670013,287.320007,283.690002,284.190002,277.959869,29306100
2020-10-22,285.049988,285.980011,280.820007,284.179993,277.950012,32196200
2020-10-23,284.769989,284.910004,281.779999,284.739990,278.497772,24658500
2020-10-26,282.380005,285.299988,276.760010,280.470001,274.321350,38421100
2020-10-27,281.500000,283.510010,280.200012,282.660004,276.463409,30559100
2020-10-28,278.010010,278.640015,271.380005,271.640015,265.684937,53413500
2020-10-29,273.000000,279.489990,272.519989,276.390015,270.330841,43246300
2020-10-30,274.339996,275.239990,267.070007,269.380005,263.474457,65838300
2020-11-02,271.850006,273.519989,266.970001,269.980011,264.061340,39987400
2020-11-03,271.959991,276.820007,270.839996,274.649994,268.628937,43604100
2020-11-04,283.589996,288.769989,281.869995,286.910004,280.620209,75728200
2020-11-05,293.529999,295.390015,292.000000,294.390015,287.936188,52054200
